,id,name,description,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
176,3355059,EL CAPRICHO DE AITANA LSS00055,"Alojamiento con wiifi,  consta de 3 habitaciones ,1 baño grande y una amplia cocina comedor, muy bien situado, amueblado y equipado, ideal para relajarse unos días en Zumaia. IMPORTANTE: NUESTRO ALOJAMIENTO ES UN LOFT EN UN SEMISOTANO TOTALMENTE ACONDICIONADO, LA ENTRADA ESTA AL NIVEL DE LA CALLE Y DEL PORTAL Y NUESTRA ENTRADA ES POR LA ZONA DE LOS TRASTEROS. <br />ALGO QUE NO SUELE IMPORTAR DEMASIADO A NUESTROS HUESPEDES, SE TRATA DE DISFRUTAR DE LA ZONA Y DESCANSAR EN UN LUGAR LIMPIO Y AGRADABLE.<br /><br /><b>The space</b><br />Nuestro alojamiento, cálido en invierno y fresquito en verano, Se trata de un acogedor apartamento vacacional, cuya capacidad es de 8 personas adultas.<br />Consta de tres habitaciones,un cuarto de baño grande con lavadora  y  tendedero, también una amplia cocina comedor que le hará sentirse como en casa.<br />No le falta detalle, ya que dispone de wifi, calefacción, y todo tipo de comodidades.<br />A este alojamiento no hay que traer nada, dispone de todo: s","Es una nueva urbanización, nuestros vecinos son tranquilos y agradables.",16931433,within a few hours,90%,0%,f,t,t,Entire rental unit,Entire home/apt,8,3.0,6.0,$85.00,1,120,47,4.32,4.45,4.7,4.87,4.66,4.55,4.3,f
177,3374518,"Avenida II | Center, WiFi","<b>The space</b><br />The Avenida II apartment is a beautiful apartment located on the fourth floor of an elegant building with elevator. Its location is perfect: pedestrianized street in the heart of San Sebastian, near the Old Town and just some steps from the Playa de la Concha.<br /><br />The Avenida II Apartment is located in the City Centre. The city centre, surrounding the Buen Pastor cathedral, extends from behind La Concha beach to the banks of Urumea river. The city centre includes some of the best shopping streets in the area. The sumptuous Belle Époque buildings, wide boulevards and stylish cafes are a reminder of San Sebastian’s past as a seaside luxury resort when the royalty and aristocracy spent several months of the year in San Sebastian.<br /><br /><b>License number</b><br />ESS 00 708",,15707672,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,4,2.0,3.0,$315.00,1,1125,44,4.6,4.79,4.93,4.76,4.7,4.9,4.52,t
178,3384406,"Azkorri Beach House (Getxo, Bilbao)","Stunning villa with 8 spacious rooms to accommodate 16 people, garden 3000 m2 and 600 m2 house. The house has 2 living rooms, 2 kitchens, 6 bathrooms, 3 terraces, txoko, cellar and parking for 8 cars. Walk to the beach, horse riding, golf, surfing...<br /><br /><b>The space</b><br />very large rooms. To be lost in the garden of the great trees, reading terraces for eating or drinking something babacoa plan, living room, fireplace, wine cellar ... Peace <br />everything in your house.<br /><br />And the kids enjoy that more, running, playing with plenty of space..<br /><br /><b>Guest access</b><br />Azkorri beach house is located within, in its most natural and wild environment, Getxo, Vizcaya along the beautiful beach Azkorri (3 minutes walk), Horse Riding (2 minutes walk) Golf Course (5 minutes walk) and surrounded by long routes for walking, mountain biking or the Skate park of Arrigunaga<br /><br /><b>License number</b><br />EBI263","only about two houses. The rest further. These neighbors are sympathetic, understandable and are delighted that people go Azkorri beach house",17072567,within a few hours,100%,60%,f,t,t,Entire cottage,Entire home/apt,16,8.0,18.0,$630.00,2,1125,29,4.82,4.86,4.43,4.96,5.0,4.79,4.64,f
179,3423003,habitación 3 en casa individual con desayuno,"casa individual con amplio jardín , piscina y aparatos de gimnasia en interior y exterior en un tranquilo pueblo a 10 minutos en coche del centro de la ciudad con servicio de autobús Idealmente situada para conocer el Pais Vasco y alrededores o como parada intermedia en los viajes entre el centro de Europa y el sur de España o Portugal.Posibilidad de recogida en aeropuerto(Bilbao, Vitoria, Santander)  El precio de la habitación incluye el desayuno<br />Registro turistico Vasco LVI1004<br /><br /><b>The space</b><br />habitacion 2 : 15 metros cuadrados con cama individual,   o doble y un baño de uso exclusivo para los huéspedes<br /><br /><b>Guest access</b><br />disponmos de conexión a internet , ordenadores e impresoras a disposición de los clientes asi como una gran sala multiusos con televisión aparatos de gimnasia y juegos .Posibilidad de comidas en  casa previa petición así como traslados privados desde  y hasta aeropuertos cercanos, así como a cualquier destino turístico que nos ","la casa esta en un pequeño pueblo perteneciente al municipio de vitoria , tranquilo y atravesado por la vía verde del ferrocarril vasco navarro  y por el camino de Santiago, con fácil acceso desde las principales vías de acceso a la ciudad, idealmente situado para conocer la Rioja , Bilbao, San Sebastian y descubrir el interior del país vasco",15147808,within a few hours,100%,85%,t,t,t,Private room in home,Private room,2,1.0,1.0,$50.00,1,1125,62,4.94,4.95,4.95,4.98,5.0,4.87,4.97,f
180,3431052,Nice quiet space in Casco Viejo,"Nevera propia,.Wi-fi,Tv.Baño y cocina para compartir..Esta muy bien ubicada.3 min Tranbia, 8 min.Metro, Estacion de trenes Atxurii.. En dos manzanas esta el corazon Casco Viejo.Acceso a las playas. un 4.habitacoon forma 2 espacios con puerta cerrada. Even with 4 of kids this part of the house is very quiet! To park there's free of charge street 13 min walking from my place. ..area is in Cacso Viejo so is it not alowed to park !<br /><br /><b>The space</b><br />It's just normal place. Good familiar athmosphere. We live in heart of BIlbao.For people who like to see new places and enjoy them.<br /><br /><b>Guest access</b><br />Kitchen,bathroom<br /><br /><b>Other things to note</b><br />I can add bad for kid.",We have friendly neighborhood.Just 5 famillies five here. There is no restriction hours to come just with respect by night!,7593733,,,100%,f,t,t,Private room in rental unit,Private room,2,1.0,1.0,$29.00,1,1125,738,4.63,4.77,4.68,4.8,4.85,4.82,4.71,t
181,3448220,Lovely flat with wifi in Abando,"El apartamento está situado en el centro de la ciudad y los servicios y medios de transporte están muy cerca.  Precioso apartamento en el centro de Bilbao.  Acogedor y moderno.  Cuenta con todos los equipos de alta calidad necesarios para la estancia.<br /><br />The apartment is located in The city center and both services and means of transport  are very close. Beautiful apartment in the center of Bilbao. Cozy and modern. It has all high quality equipment needed for the stay.<br /><br /><b>The space</b><br />Apartamento céntrico totalmente equipado con todos los servicios. A 10 minutos caminando al Guggenheim, comer unos pintxos en el casco Viejo o visitar el teatro Arriaga. Todo cerca del apartamento sin necesidad de transporte público.<br /><br />El edificio es muy antiguo, con historia pero totalmente remodelado y con ascensor.<br />Situado en una de las zonas más interesantes del centro de Bilbao, El piso es muy cómodo y luminoso y está equipado con todo lo necesario para disfruta",,17306997,,,0%,f,t,t,Entire serviced apartment,Entire home/apt,4,2.0,4.0,$78.00,2,90,143,4.84,4.86,4.84,4.96,4.97,4.97,4.71,f
182,3448863,Casa A Compartir En Zona Tranquila,"Donostia-S.S. Barrio de Añorga. Zona Rural tranquila cerca de Las universidades y el centro. Bien comunicado. Alquilo abitacion minimo un mes 380€ y 1 fianza. Casa grande. Dos baños. Dos balcones. Dos habitaciones. Cocina, salon, hool, ofice. Parking<br /><br /><b>The space</b><br />Que es amplio y luminoso. Tranquilo en plena naturaleza. Y la casa es reconfortable.<br /><br /><b>Guest access</b><br />Parking, cocina, wifi, baño, balcon terraza, y oficina.","El entorno natural, apartado y relajado del barrio.",17382008,,,,f,t,f,Private room in home,Private room,1,1.0,1.0,$380.00,30,90,0,,,,,,,,f
183,3454871,BILBAO-Casco Viejo,"Bonito piso situado en una de las calles más comerciales del Casco Viejo. Dispone de dos habitaciones amplias, dos cuartos de baño, cocina, comedor y salón. La habitación principal con vestidor y baño privado. Capacidad máxima de 4 personas<br /><br />Permiso del Departamento de Turismo del Gobierno Vasco EBI00003<br /><br /><b>The space</b><br />El piso se encuentra en el centro del Casco Viejo, a cinco minutos del metro y del tranvía y a cien metros del Teatro Arriaga, donde hay numerosas conexiones de autobús. Andando se pueden conocer los lugares más importantes del Bilbao histórico: en 20 minutos paseando están el famoso Museo Guggenheim y el Museo de Bellas Artes y, a escasos 50 metros, la zona de Santa María y la Plaza Nueva, con gran variedad de locales de gastronomía donde poder degustar los famosos ""pintxos"" de Bilbao.<br /><br /><b>Guest access</b><br />El piso dispone de todas las comodidades necesarias para sentirte como en tu casa. Las habitaciones con armario empotrado, ","El piso es una vivienda tradicional del Casco Viejo Bilbaíno, tranquila y amable.",7880662,within an hour,100%,100%,t,t,f,Entire rental unit,Entire home/apt,4,2.0,3.0,$109.00,2,1125,546,4.97,4.98,4.98,4.99,4.98,4.96,4.95,f
184,3462095,2 bedroom flat in the city centre - Min 32 nights,"NOTE: For stays longer than 30 days and less than 1 year.<br /><br />Bright and modern flat, with two bedrooms, two bathrooms and open kitchen. Fully equipped.<br /><br />The apartment is located close to ""La Concha"" and ""Zurriola"" beaches and the old town of the city. All kind of shops and grocery stores can be found close to the apartment too.<br /><br />The area is calm and no noises can be heard from the outside.<br /><br /><b>The space</b><br />This fifth floor apartment is located in the heart of the city of San Sebastian. Therefore, it is located close to the famous beaches of ""La Concha"" and ""Zurriola"", apart from the old town and most tourist spots in the city. Because of this, the use of public transport is unnecessary, since everything can be visited on foot.<br /><br />The apartment has two exterior rooms with one bathroom each of these. One room has a double bed and the other one has two single bunk beds. Both have access to the terrace that connects them with the living r",Located just in the centre of the city. 5 minutes walk to the main beaches and the old town. Area full of shops and bars.,5194511,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,4,2.0,3.0,$73.00,32,364,68,4.94,4.99,4.94,4.95,4.96,5.0,4.75,f
185,3473638,Downtonw apartment in San Sebastian,"Beautiful apartment in the fashionable district of the city, Gros , with numerous restaurants and shops. Ideal for 2 with space for 4. Big terrace with bbq . A 150m from the Zurriola surf beach. A 5-minute walking to the Old Town.<br /><br /><b>The space</b><br />Very good location. 2 minutes walking to surf beach and 4 minutes walking to the old part.<br /><br /><b>Guest access</b><br />We have wifi at home and big terrace with bbq. Our home will be your home!<br /><br /><b>Other things to note</b><br />I hope our guest enjoy our place like we do","Our place is very colse to the surf beach.<br />The enviroment is excellent!<br />You will find too many bars, restaurants, supermarkets, bakerys, hardware sotres, etc very close to our place!",17495202,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,2,1.0,2.0,$120.00,2,1125,13,4.46,4.67,3.92,5.0,4.92,4.92,4.42,f
186,3545616,Fully equipped apartment in Deusto,"3 minutes to the Subway Station,  less than 20 min. walking to Guggenheim museum and city center, 35 to the Old Town. 2 bedrooms, one with a queen size bed, the other with 2-90cm. beds.  Large living room with american kitchen and sofa. Wifi.<br /><br /><b>The space</b><br />Just a short 3 minutes walk from the Deusto Subway Station. Within walking distance to the Guggenheim Museum (15 minutes) or the Old Town (30 minutes).   Nice 70 m2 apartment with 2 bedrooms, bathrom, a large living room and a fully equiped american kitchen.  Free wifi too.<br /><br /><b>Guest access</b><br />The whole apartment is available when you book.<br /><br /><b>License number</b><br />E.BI-01099","It´s a quiet neighborhood, just 20 minutes walking to the city center, the Guggenheim Museum and 35 minutes walking to the Old Town.  There are a few  supermarkets 5 minutes away, and many bars where you can try the classic basque ""pintxos"" in Madariaga St. and Blas de Otero St.",17799103,within an hour,100%,100%,t,t,t,Entire rental unit,Entire home/apt,4,2.0,3.0,$96.00,2,1125,293,4.73,4.83,4.62,4.94,4.95,4.67,4.64,t
187,3584951,Palacio - Pio Baroja (free parking),"Apartamento de 106m2 totalmente exterior con 2 terrazas, 2 baños, 3 habitaciones, cocina. salon, wifi, totalmente equipado, a 5 min de la playa de ondarreta, 10 de la playa de La Concha y 25min del centro de la ciudad, parking privado gratuito.","Barrio muy tranquilo, residencial y seguro, permite dormir sin problemas, descansar, pasear y relajarse, pero al mismo tiempo está relativamente cerca de las playas de Ondarreta y de La Concha a las que se puede ir caminando en 5min. Al centro de la ciudad se puede ir también caminando en unos 25min, o bien se puede coger unos de los autobuses de las diferentes lineas que pasan junto al apartamento. Dentro de la urbanización hay jardines, y una zona verde arbolada muy extensa donde se permite pasear a los perros sueltos. A apenas 50m hay tiendas de comestibles y una plaza con 3 bares/restaurantes con terrazas, que en el centro acoge un recinto con toboganes y columpios para que puedan jugar niños en toda seguridad ya que es peatonal y no pueden acceder vehículos.",18033285,,,90%,f,t,t,Entire rental unit,Entire home/apt,8,3.0,8.0,$191.00,4,300,74,4.33,4.59,4.32,4.73,4.76,4.5,4.18,f
188,3610964,Precioso apartamento en Getxo,"Muy luminoso bajo en zona ajardinada.<br />A 150 metros del  metro, taxi y autobús. <br />Cerca de la playa. Zona tranquila pero animada con terrazas, restaurantes y tiendas.<br />2 habitaciones, sala y cocina grandes.<br />Televisión pantalla plana, DVD y WI-FI.<br /><br /><b>The space</b><br />Piso bajo en zona ajardinada. <br />Muy luminoso, completamente exterior.<br />Espacio compartidos amplios y confortables.<br />El apartamento dispone de todas las comodidades necesarias para hacer la estancia agradable: WI-FI, TV de pantalla plana con internet, DVD, equipo de música, gas natural.<br /><br /><b>Guest access</b><br />Todos los equipamientos de que dispone el apartamento. Internet, equipo de ocio (tele, dvd, música...), cocina completamente equipada.","Zona tranquila pero, a la vez, animada con terrazas, restaurantes y tiendas de todo tipo. <br />Parques y paseos agradables.<br />A quince minutos en metro al centro de Bilbao.<br />Getxo es un bonito municipio de la costa vasca conocido por su oferta cultural, de ocio y calidad de vida en general. Tiene playas, equipamientos deportivos de todo tipo, una amplia oferta gastronómica y comercial. Se encuentra a 12 kilómetros de Bilbao.",18195014,within a few hours,100%,93%,f,t,t,Entire rental unit,Entire home/apt,4,2.0,3.0,$120.00,3,30,27,4.38,4.54,4.27,4.73,4.77,4.81,4.35,f
189,3640143,Nice apartment in Bilbao,"Nice apartment at the centre of Bilbao. Quiet area with no traffic. Historic Centre and all public transport (buses, metro, train, tram...) within walking distance.IMPORTANT, the apartment is located on a small hill so it is not recommended for people with mobility problems. (see photos).<br />No. Registro EBI00095<br /><br /><b>The space</b><br />Nice apartment at the centre of Bilbao. Quiet area with no traffic. Casco Viejo and all public transports (buses, metro, train, tram) within walking distance.<br /><br /><b>Other things to note</b><br />Due to delays and tardiness , we decided to put entrances times to avoid having to spend hours waiting.The entrances times in the apartment are:<br />From 14:00<br />The check out at 12:00. <br />Thanks for understanding","The neighborhood is located in a quiet area 3 minutes from the Old Town. Due to the geographical location of the Villa de Bilbao, the apartment is located on a small hill, it is a pedestrian street so access has to be done on foot (see pictures) It can also be accessed by car from the upper part of the neighborhood. A few minutes down the hill is the Old Town where you can enjoy its beautiful streets and have a delicious pintxo (tapa) in one of its terraces. You can buy the typical products in the Ribera market that are from the land and of quality.",15915408,within a few hours,100%,96%,t,t,t,Entire rental unit,Entire home/apt,4,3.0,4.0,$120.00,3,30,347,4.76,4.84,4.76,4.79,4.8,4.8,4.78,f
190,1842645,"ATERPEA, espacio para familia, 12 alojados.","Casa de montaña  de 260 metros cuadrados en dos plantas para 12 alojados. Se sitúa en plena montaña...en el mismo Parque Natural de Armañón. <br /><br />Muy cerca de la playa Sonabia, Oriñon, Arenillas...de la cueva Pozalagua..y de actividades de familia como turismo activo, senderismo, barranquismo, via ferrata, canoas, escalada...<br /><br />Disfruta de su gran zona social de 100 metros cuadrados de salón y su porche amueblado de 60 metros con jardín y barbacoa!<br /><br />A tan solo 38km de Bilbao y 42km de Santander.<br /><br /><b>The space</b><br />El ESPACIO ATERPEA es parte de AMALOKA HOLIDAY HOME.<br /><br />Se trata de 260 metros cuadrados para grupos familiares, distribuidos en 2 plantas. 1º planta la zona social con salón , comedor, cocina, baño y acceso al porche y jardín. 2º planta con 5 habitaciones, cocina, baño .<br /><br /> Dispone de un gran salón de 100 metros cuadrados, dos cocinas, porche cubierto amueblado, barbacoa, jardín, piscina privada, 4,30m x 90 cm.<br /><b","Zona Rural, a 350 metros de altitud del Valle de Turtzioz.<br />Ubicada en el Parque Natural Armañon. A tan solo 18km de playas salvajes como Sonabia, San Julian, Oriñon...",9628802,within an hour,100%,73%,f,t,t,Entire cabin,Entire home/apt,12,5.0,9.0,$350.00,2,31,5,4.8,4.8,4.8,4.8,5.0,5.0,4.8,f
191,1855295,"quiet room in Casco Viejo, Bilbao","The double room has all the comfort, Television, WIFI, towels, linens, <br /> wardrobe. The bathroom with shower is shared and has a hair dryer and products to shower as well. The rooms are very clean and we try to clean the bathroom after every single use.<br />I´m sorry but you won´t have access to the kitchen and the living room because they are for my personal use. No washing machine<br /><br /><b>The space</b><br />The flat is located in the Casco Viejo Bilbao (Old Town), it's perfect to discover the city by walking, you won't need a car or public transport.<br />Double bed, Wifi, big wardrobes, your own toilet.<br />Even if you reach everything by a short walk, the city offers a great public transport system, subway (underground), trolley car, buses, renting bikes all you want is very close. You can even reach the closest beach by using the subway, it'll take you there in 20 minutes.<br /><br /><b>Guest access</b><br />Double bed, Wifi, wardrobe, the bathroom is shared with other","The Casco Viejo (Old Town) is full of life. Bares, restaurants are all around, museums, shops, supermarket, touristic spots.",87919218,,,,f,t,f,Private room in condo,Private room,1,1.0,1.0,$28.00,1,365,665,4.41,4.68,4.8,4.72,4.57,4.88,4.43,f
192,309828,Modern apt with beach view WIFI.,"Bright and spacious apartment located in a beautiful building on the Romantic Area of San Sebastian, in the centre district of the city, very few meters away from La Concha Beach and really close to everything you may need to enjoy a comfortable and incredible stay in our city.<br /><br /><b>The space</b><br />Belle View is an elegant apartament located on the fifth floor of an historic building in the centre of San Sebastian, close to the La Concha beach. There is a lift in the building.<br /><br />It is a spacious and bright flat, in which functionality and design are perfectly integrated. The flat also has a fantastic terrace.<br /><br />The apartment has wood flooring and the bathrooms beautiful design tiles. It is decorated with original paintings that give the apartment a special touch.<br /> <br /><br />Well mannered pets are allowed and is it forbidden to smoke inside the apartment.<br /><br />Minimum stay 31 nights.<br /><br /><b>Guest access</b><br />Our guests will enjoy in ","The apartment is located in the area known as the Romantic Area of San Sebastián, within the “Centro” district, Centro, between La Concha Beach and the Urumea river<br /><br />This elegant neighborhood is full of beautiful buildings where shops, bars and restaurants also abound.<br /><br />From here, you can easily reach on foot any point you want to visit: La Concha Beach is less than 50 meters away and the Old Town (known for its “Pintxos”) is 10 minutes walk away, same as the bus or train station.",1589633,within an hour,100%,96%,t,t,f,Entire rental unit,Entire home/apt,8,3.0,5.0,$250.00,31,124,32,5.0,5.0,4.97,4.97,4.97,4.97,4.94,f
193,1858381,"apart  Artekale,Casco viejo ,parking opcional","LICENCIA TURISTICA <br />EBI0008<br /><br /> en la calle Artekale del casco viejo<br />precioso y renovado apart    en pleno casco antiguo  a 50 m de la catedral y a 50 m del mercado de la rivera <br />  calle tranquila   es un 1º   hay escaleras antes del ascensor<br />parking 10€/12,50 /dia <br /> , tiene  2 habitaciones y  sala, con sofa cama ,cocina comedor abierto<br /><br /><b>The space</b><br />el apartamento tiene habitacion  con cama de matrimonio , de 1,40m , habitacion  con dos camas  y salon con sofa cama  <br /><br />las llaves las doy personalmente en el apartamento  , la hora de entrada  la acordamos previamente , no hay ningun problema  con cualquier hora <br />esta situado en  pleno corazon de bilbao en las 7 calles , la zona  comercial y de pintxos <br />pero en una calle tranquila lo que lo hace ideal para disfrutar de una buena estancia <br /><br />la calle es peatonal  y no hay trafico  , es un  piso con ascensor , hay unas pocas escaleras en el portal hasta el asc",el ambiente del casco viejo es unico   siempre vibrante <br /><br />durante el dia  es la zona comercial por excelencia  <br /> por la tarde- noche la  zona  de ambiente de pintxos <br />bares y restaurantes <br />pero siempre peatonal para disfrutarlo,8192706,within an hour,100%,100%,t,t,f,Entire rental unit,Entire home/apt,4,2.0,3.0,$83.00,2,360,386,4.91,4.93,4.93,4.96,4.93,4.96,4.87,f
194,1864250,Comfortable and Convenient fit apartment,"Our comfortable and convenient apartment with terrace in its main room and great views  has availability of 1 or 2 rooms according to the needs. It is located in a strategic and central location in the city for all needs and extremable for many options.<br /><br /><b>The space</b><br />The geographical location of the apartment gives you as a strategic point of maximum comfort for your access to both the arrival and departure and your visit to the city and surroundings using any means of transportation. Direct entrance and exit by motorway to all directions, 15 min. Walking from the bus station, 10 min. Euskotren Station and 18 RENFE station. Also a 15 minute walk from the centre of San Sebastián: Buen Pastor Cathedral, + 5 Playa de la Concha, + 10 old part and boulevard. Its availability to be able to have supermarkets, local shops and delicatessen, pharmacy, taxi stop, bus-lane and all this to your hand surrounded by green areas, make it a unique place.<br /><br /><b>Guest access</b>","El Barrio is nice and quiet with everything that is needed and more ... Supermarkets, shops, local and delicatessen, pharmacy, taxi rank, bike-bus and all this at your hand surrounded by green areas and a step from the center, make it a Unique place<br />Nice and respectful neighborhood.<br />Respect is basic.",9721328,within a few hours,100%,100%,t,t,t,Entire rental unit,Entire home/apt,4,2.0,4.0,$88.00,2,1125,254,4.38,4.61,4.84,4.83,4.81,4.41,4.29,f
195,3640622,Habitación luminosa en piso moderno,"Habitación con dos camas, amplia, 13m, en piso moderno con baño propio y  con terraza. Zona tranquila y de fácil acceso a medios de transporte públicos. A 12 minutos del centro de Bilbao. Opción de garaje para coche con coste adicional.<br /><br /><b>The space</b><br />It is quiet, no noise, easy access to downtown Bilbao and very close to the Nervion River and shopping and cultural centers such as BEC, easily accessible.<br /><br /><b>Guest access</b><br />They can access their private bathroom, the terrace and the kitchen, as long as the use with cleanliness and order. It is not included in the price breakfast.<br /><br /><b>Other things to note</b><br />Nearby beaches. Bec, exhibition center, 10 minutes. Commercial, ikea centers .... 5 minutes. Suspension bridge, monument of humanity, 8 minutes.",,12947683,within an hour,100%,67%,f,t,f,Private room in rental unit,Private room,2,1.0,2.0,$44.00,1,1125,40,4.69,4.69,4.85,4.82,4.72,4.31,4.62,f
196,3651959,Lovely appartment in Getxo,"Lovely basement in downtown Getxo. Completly exterior, it has plenty of light and fresh air. <br />150 mts. to the underground, taxi and bus.  Urbanization with private gardens.<br />2 bedrooms, 1 bathroom and a big livingroom and kitchen.<br /><br /><b>The space</b><br />Luminous basement in downtown Getxo. Private neighborhood, surrounded by gardens.<br />Plenty of light and fresh air.<br />Fully equiped flat: WI-FI, TV, DVD, HI-FI...<br /><br /><b>Guest access</b><br />WI-FI, TV, DVD, Stereo player.<br />Natural gas and individual heating system.<br />Full equiped kitchen: fridge and freezer, washing machine, dishwasher, oven, microwaves, iron...<br />Latex mattresses.  Sheets and towels provided.<br /><br /><b>License number</b><br />EBI00456","Quiet area surrounded by many bars, terraces, restauarnts and all kind of shops. <br />10 minutes walk to the beach and to Vizcaya Bridge (Unesco Human Heritage). Parks and playgrounds for children.",18195014,within a few hours,100%,93%,f,t,t,Entire rental unit,Entire home/apt,4,2.0,3.0,$120.00,3,1125,23,4.64,4.73,4.32,4.73,4.77,4.68,4.45,f
197,3675625,"70m2, new, downtown, furnished, gar","Flat 70m2, new, 2 bedrooms, bathroom, full kitchen . Garage. Wifi. Centric, 15 min walk to all attractions, beach, Old  Part, .. next to donostias bigger park, supermarket, sports center and bus connections",,6702322,a few days or more,0%,0%,f,t,t,Entire rental unit,Entire home/apt,2,1.0,1.0,$245.00,3,6,21,4.4,4.61,4.74,4.75,5.0,4.35,4.45,f
198,3709617,"Vivienda frente al mar con WIFI, jardín y parking.",<b>The space</b><br />Casa familiar : Maximo 8 personas.<br /><br /><b>License number</b><br />ESS00657,,18924755,within a few hours,100%,93%,t,t,t,Entire rental unit,Entire home/apt,8,4.0,5.0,$357.00,2,1125,27,4.96,4.89,4.96,4.96,4.88,5.0,4.78,f
199,3765625,"Room with futon in Casco Viejo, Bilbao","The room is cozy and simple, WIFI, towels, linens, the bathroom with shower is shared and has a hair dryer and products to shower as well. The rooms are very clean and we try to clean the bathroom after every single use.<br />I´m sorry but you won´t have access to the kitchen and the living room because they are for my personal use. No washing machine<br /><br /><b>The space</b><br />The flat is located in the Casco Viejo Bilbao (Old Town), it's perfect to discover the city by walking, you won't need a car or public transport.<br />Double futon, Wifi, towels and lines <br />Even if you reach everything by a short walk, the city offers a great public transport system, subway (underground), trolley car, buses, renting bikes all you want is very close. You can even reach the closest beach by using the subway, it'll take you there in 20 minutes.<br /><br /><b>Guest access</b><br />Double futon, Wifi, the bathroom is shared with other guests.<br />The kitchen and the living room are private","The Casco Viejo (Old Town) is full of life. Bares, restaurants are all around, museums, shops, supermarket, touristic spots",87919218,,,,f,t,f,Private room in rental unit,Private room,2,1.0,1.0,$27.00,1,365,830,4.35,4.57,4.76,4.66,4.49,4.87,4.34,f
200,14551,Cozy & Colorful by Nature (Private Room),"Up in the hill of Montjuïc (a mountain overlooking the city where Jewish people were forced to retire when they were thrown out of town), only 10 minutes by bus from Girona's beautiful Old Town.<br /><br />Private oom with private bathroom and garden just for you!  You also have a wood house in the garden where to store your bike and other sports equipment.<br /><br /><b>The space</b><br />YOU'LL HAVE ONE PRIVATE ROOM WITH A PRIVATE BATHROOM AND GARDEN JUST FOR YOUR USE - IT'S A SHARED APARTMENT, MEANING YOU'RE NOT RENTING THE FULL PROPERTY. WE LIVE HERE, TOO ;)<br /><br />Cozy, Sunny & colorful apartment with a refreshing garden facing east where to chill out in the hot summer nights.<br /><br />You will have a private room with a direct and exclusive access to the garden. It has a new very comfy bed (135cm) and you will have your own bathroom.<br /><br />There is a closet in the room.<br /><br />The apartment is in a lovely suburb area 2' walk to the entrance of a Natural Park with g","Montjuïc is most likely the best neighborhood in Girona. We are up in a hill, only 15-20 minutes to the center of the city, and surrounded by Nature. it is very safe and quiet.",57237,within an hour,100%,95%,t,t,t,Private room in condo,Private room,2,1.0,1.0,$60.00,1,1125,55,4.81,4.81,4.94,4.88,4.91,4.62,4.74,f
201,41342,Beachfront Tamariua (Costa Brava),"A little paradise by the sea. Apartment 2/4 adults charming, bright and magnificent views of the Natural Park of Cap de Creus. Comfortable and tasteful. Splendid views. Located in the charming village of El Port de la Selva. Very near the beach. <br />HUTG 003688<br /><br /><b>The space</b><br />TAMARIUA a small paradise from the sea. Ideal couples. Apartment for 2 / 4 adults with plenty of charm, bright and with magnificent views of the Parc Natural Cap de Creus. <br />Apartment is located outside the village on a small hill in the middle of nature and the sea, 250 meters from central PORT DE LA SELVA, a small authentic village of fishermen, 20kms from France and 30km from Figueres. <br />Quiet and sunny with magnificent panoramic views over the sea and Pyrenees mountains. Just 3 minutes walk from the sandy beach of Cala Tamariua naturist, on the road to Cap de Creus. Good weather from April to October.<br /><br />Comfortable and tasteful. It consists of a living room / dining room wi","Apartment located outside the town on a small hill in the middle of nature and next to the sea, 250m from the center of the PORT DE LA SELVA, a small authentic fishing village. Quiet and sunny with magnificent panoramic views over the sea and the Pyrenees. Only 3 minutes walk from the Cala Tamariua sand naturist beach, on the road to Cap de Creus, and 50m from a small cove suitable for bathing and diving. Very close to the Nautical Port and the School. Shops, supermarkets, restaurants at 200 m.",180072,,,0%,f,t,t,Entire rental unit,Entire home/apt,4,1.0,1.0,$120.00,7,32,11,4.36,5.0,4.82,4.73,4.73,4.91,4.36,f
202,45400,Begur - Loft - Costa Brava - SPAIN,"<b>The space</b><br />Flat / Apartment. New. Persons: 4 maximum. Located in Costa Brava. Fantastic loft Located in Costa Brava Within walking distance of Old Town, shops, restaurants and bars. Ideal couples. Spectacular views. Fully equipped and new. Satellite TV and sofa-bed. 15 m2 terrace with tables and chairs. Close to beaches and coves. To rent the Entire property. -------- Flat / Apartment. New. Persons: 4 maximum. Situated in Costa Brava. Fantastic loft located on the Costa Brava within walking distance of Old Town, shops, restaurants and bars. Ideal couples. Spectacular views. Fully equipped and new. TV with international channels and sofa-bed. 15 m2 terrace with tables and chairs. Close to beaches and coves. To rent the entire property.<br /><br /><b>License number</b><br />HUTG-015895",,201228,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,4,1.0,2.0,$84.00,1,730,367,4.73,4.85,4.73,4.93,4.93,4.89,4.7,t
